qid,original_qid,task,model_choice,correct_choice,is_correct,confidence,latency_ms,prob_a,prob_b
GRID-0278_stage1,GRID-0278,Grid,B,B,True,3,292.6371097564697,0.201171875,0.796875
GRID-0279_stage1,GRID-0279,Grid,B,B,True,3,292.5899028778076,0.34765625,0.65234375
GRID-0280_stage1,GRID-0280,Grid,B,B,True,3,290.1155948638916,0.020263671875,0.98046875
GRID-0281_stage1,GRID-0281,Grid,B,B,True,3,289.0770435333252,0.07568359375,0.921875
GRID-0282_stage1,GRID-0282,Grid,A,A,True,3,364.5756244659424,0.984375,0.015869140625
GRID-0283_stage1,GRID-0283,Grid,A,A,True,3,291.5475368499756,0.96875,0.029296875
GRID-0284_stage1,GRID-0284,Grid,A,A,True,3,290.7826900482178,0.98828125,0.010986328125
GRID-0285_stage1,GRID-0285,Grid,B,B,True,3,290.84014892578125,0.376953125,0.62109375
GRID-0286_stage1,GRID-0286,Grid,A,A,True,4,290.1771068572998,0.98046875,0.0179443359375
GRID-0287_stage1,GRID-0287,Grid,B,B,True,3,289.89171981811523,0.34765625,0.65234375
GRID-0288_stage1,GRID-0288,Grid,A,A,True,3,401.31163597106934,0.9921875,0.00592041015625
GRID-0289_stage1,GRID-0289,Grid,A,A,True,3,292.1319007873535,0.8671875,0.1328125
GRID-0290_stage1,GRID-0290,Grid,A,A,True,3,291.6603088378906,0.97265625,0.0260009765625
GRID-0291_stage1,GRID-0291,Grid,A,A,True,3,291.5949821472168,0.95703125,0.0419921875
GRID-0292_stage1,GRID-0292,Grid,A,A,True,3,288.8333797454834,0.98046875,0.0179443359375
GRID-0293_stage1,GRID-0293,Grid,B,B,True,3,297.9302406311035,0.1640625,0.8359375
GRID-0294_stage1,GRID-0294,Grid,B,B,True,3,289.86239433288574,0.09521484375,0.90234375
GRID-0295_stage1,GRID-0295,Grid,B,B,True,3,289.05487060546875,0.2021484375,0.796875
GRID-0296_stage1,GRID-0296,Grid,A,A,True,3,297.98245429992676,0.95703125,0.0419921875
GRID-0297_stage1,GRID-0297,Grid,B,B,True,3,290.987491607666,0.0673828125,0.93359375
GRID-0298_stage1,GRID-0298,Grid,A,A,True,3,289.95561599731445,0.9609375,0.037353515625
GRID-0299_stage1,GRID-0299,Grid,A,A,True,3,289.5338535308838,0.9921875,0.00860595703125
GRID-0300_stage1,GRID-0300,Grid,B,B,True,3,289.71409797668457,0.029296875,0.96875
GRID-0301_stage1,GRID-0301,Grid,A,A,True,3,291.0933494567871,0.95703125,0.0419921875
GRID-0302_stage1,GRID-0302,Grid,A,A,True,3,289.86096382141113,0.9765625,0.02294921875
GRID-0303_stage1,GRID-0303,Grid,A,A,True,3,290.00115394592285,0.98828125,0.012451171875
GRID-0304_stage1,GRID-0304,Grid,B,B,True,3,291.1970615386963,0.04736328125,0.953125
GRID-0305_stage1,GRID-0305,Grid,A,A,True,3,291.63646697998047,0.9921875,0.007568359375
GRID-0306_stage1,GRID-0306,Grid,B,B,True,3,291.1858558654785,0.0673828125,0.9296875
GRID-0307_stage1,GRID-0307,Grid,B,B,True,3,290.76290130615234,0.201171875,0.796875
GRID-0308_stage1,GRID-0308,Grid,A,A,True,3,290.02833366394043,0.9921875,0.00860595703125
GRID-0309_stage1,GRID-0309,Grid,A,A,True,3,290.81153869628906,0.98046875,0.0203857421875
GRID-0310_stage1,GRID-0310,Grid,B,B,True,3,291.7296886444092,0.07568359375,0.921875
GRID-0311_stage1,GRID-0311,Grid,A,B,False,3,290.24195671081543,0.796875,0.2021484375
GRID-0312_stage1,GRID-0312,Grid,B,B,True,3,291.4602756500244,0.02587890625,0.97265625
GRID-0313_stage1,GRID-0313,Grid,B,B,True,3,289.49809074401855,0.02294921875,0.9765625
GRID-0314_stage1,GRID-0314,Grid,B,B,True,3,300.10294914245605,0.1328125,0.8671875
GRID-0315_stage1,GRID-0315,Grid,B,B,True,3,299.6501922607422,0.1474609375,0.8515625
GRID-0316_stage1,GRID-0316,Grid,B,B,True,3,292.32144355773926,0.09521484375,0.90234375
GRID-0317_stage1,GRID-0317,Grid,B,B,True,3,292.93012619018555,0.22265625,0.77734375
GRID-0318_stage1,GRID-0318,Grid,B,B,True,3,291.7027473449707,0.06005859375,0.94140625
GRID-0319_stage1,GRID-0319,Grid,A,A,True,3,291.4090156555176,0.98828125,0.012451171875
GRID-0320_stage1,GRID-0320,Grid,A,A,True,3,290.1475429534912,0.99609375,0.004058837890625
GRID-0321_stage1,GRID-0321,Grid,B,B,True,3,293.4274673461914,0.09521484375,0.90234375
GRID-0322_stage1,GRID-0322,Grid,A,A,True,4,291.55874252319336,0.9921875,0.006683349609375
GRID-0323_stage1,GRID-0323,Grid,B,B,True,3,293.8246726989746,0.1484375,0.8515625
GRID-0324_stage1,GRID-0324,Grid,B,B,True,3,292.9346561431885,0.0419921875,0.95703125
GRID-0325_stage1,GRID-0325,Grid,A,A,True,4,311.3553524017334,0.98828125,0.00970458984375
GRID-0326_stage1,GRID-0326,Grid,B,B,True,3,291.65148735046387,0.06005859375,0.9375
GRID-0327_stage1,GRID-0327,Grid,B,B,True,3,298.4907627105713,0.0419921875,0.95703125
GRID-0328_stage1,GRID-0328,Grid,B,B,True,3,291.5012836456299,0.0140380859375,0.984375
GRID-0329_stage1,GRID-0329,Grid,B,B,True,3,354.83241081237793,0.0419921875,0.95703125
GRID-0330_stage1,GRID-0330,Grid,B,B,True,3,362.8811836242676,0.032958984375,0.96484375
GRID-0331_stage1,GRID-0331,Grid,A,A,True,3,289.1108989715576,0.96484375,0.033203125
GRID-0332_stage1,GRID-0332,Grid,B,B,True,3,288.35439682006836,0.0419921875,0.95703125
GRID-0333_stage1,GRID-0333,Grid,A,A,True,3,288.3119583129883,0.9609375,0.037353515625
GRID-0334_stage1,GRID-0334,Grid,A,A,True,3,288.59519958496094,0.96875,0.029296875
GRID-0335_stage1,GRID-0335,Grid,A,A,True,3,287.92476654052734,0.97265625,0.0260009765625
GRID-0336_stage1,GRID-0336,Grid,A,A,True,3,288.4678840637207,0.96875,0.033203125
GRID-0337_stage1,GRID-0337,Grid,B,B,True,3,287.91260719299316,0.020263671875,0.98046875
GRID-0338_stage1,GRID-0338,Grid,B,B,True,3,288.04993629455566,0.0260009765625,0.97265625
GRID-0339_stage1,GRID-0339,Grid,A,A,True,3,294.79432106018066,0.984375,0.0140380859375
GRID-0340_stage1,GRID-0340,Grid,A,A,True,3,302.23703384399414,0.99609375,0.003173828125
GRID-0341_stage1,GRID-0341,Grid,B,B,True,3,290.09461402893066,0.29296875,0.703125
GRID-0342_stage1,GRID-0342,Grid,A,A,True,3,296.68521881103516,0.9921875,0.007568359375
GRID-0343_stage1,GRID-0343,Grid,A,B,False,3,290.1463508605957,0.70703125,0.294921875
GRID-0344_stage1,GRID-0344,Grid,B,B,True,3,291.5358543395996,0.007568359375,0.9921875
GRID-0345_stage1,GRID-0345,Grid,B,B,True,3,293.4868335723877,0.04736328125,0.953125
GRID-0346_stage1,GRID-0346,Grid,A,A,True,3,290.20047187805176,0.99609375,0.004058837890625
GRID-0347_stage1,GRID-0347,Grid,B,B,True,3,289.6080017089844,0.020263671875,0.98046875
GRID-0348_stage1,GRID-0348,Grid,A,A,True,3,290.3456687927246,0.98046875,0.0203857421875
GRID-0349_stage1,GRID-0349,Grid,B,B,True,3,290.20166397094727,0.05322265625,0.9453125
GRID-0350_stage1,GRID-0350,Grid,B,B,True,3,297.7428436279297,0.0419921875,0.95703125
GRID-0351_stage1,GRID-0351,Grid,B.,B,False,3,319.40436363220215,0.3203125,0.6796875
GRID-0352_stage1,GRID-0352,Grid,A,A,True,3,289.62111473083496,0.9765625,0.02294921875
GRID-0353_stage1,GRID-0353,Grid,A,A,True,3,291.0923957824707,0.9140625,0.0849609375
GRID-0354_stage1,GRID-0354,Grid,B,B,True,3,290.65966606140137,0.2451171875,0.75390625
GRID-0355_stage1,GRID-0355,Grid,A,A,True,4,291.37277603149414,0.953125,0.04736328125
GRID-0356_stage1,GRID-0356,Grid,A,A,True,3,291.7158603668213,0.96875,0.029296875
GRID-0357_stage1,GRID-0357,Grid,B,B,True,3,290.58003425598145,0.1826171875,0.81640625
GRID-0358_stage1,GRID-0358,Grid,A,A,True,4,292.15407371520996,0.9921875,0.00860595703125
GRID-0359_stage1,GRID-0359,Grid,B,B,True,3,291.03541374206543,0.0673828125,0.93359375
GRID-0360_stage1,GRID-0360,Grid,B,B,True,3,306.63156509399414,0.053466796875,0.9453125
GRID-0361_stage1,GRID-0361,Grid,B,B,True,3,284.456729888916,0.010986328125,0.98828125
GRID-0362_stage1,GRID-0362,Grid,B,B,True,3,284.90352630615234,0.0419921875,0.95703125
GRID-0363_stage1,GRID-0363,Grid,A,A,True,3,284.0747833251953,0.98046875,0.0203857421875
GRID-0364_stage1,GRID-0364,Grid,B,B,True,3,284.6236228942871,0.015869140625,0.984375
GRID-0365_stage1,GRID-0365,Grid,A,A,True,3,284.0890884399414,0.9765625,0.02294921875
GRID-0366_stage1,GRID-0366,Grid,B,B,True,3,285.70055961608887,0.02294921875,0.9765625
GRID-0367_stage1,GRID-0367,Grid,A,A,True,3,284.7936153411865,0.99609375,0.004608154296875
GRID-0368_stage1,GRID-0368,Grid,A,A,True,3,339.8764133453369,0.984375,0.015869140625
GRID-0369_stage1,GRID-0369,Grid,B,B,True,3,311.7697238922119,0.04736328125,0.953125
GRID-0370_stage1,GRID-0370,Grid,B,B,True,3,290.4694080352783,0.1328125,0.8671875
GRID-0371_stage1,GRID-0371,Grid,B,B,True,3,307.62267112731934,0.119140625,0.87890625
GRID-0372_stage1,GRID-0372,Grid,B,B,True,3,301.222562789917,0.0419921875,0.95703125
GRID-0373_stage1,GRID-0373,Grid,A,A,True,3,335.95800399780273,0.97265625,0.0260009765625
GRID-0374_stage1,GRID-0374,Grid,A,A,True,4,314.27597999572754,0.9921875,0.00592041015625
GRID-0375_stage1,GRID-0375,Grid,A,A,True,3,291.14270210266113,0.9921875,0.00860595703125
GRID-0376_stage1,GRID-0376,Grid,B,B,True,3,314.363956451416,0.04736328125,0.953125
GRID-0377_stage1,GRID-0377,Grid,A,A,True,3,292.0866012573242,0.9921875,0.007568359375
GRID-0378_stage1,GRID-0378,Grid,A,A,True,4,291.56970977783203,0.99609375,0.00360107421875
GRID-0379_stage1,GRID-0379,Grid,A,A,True,4,292.2515869140625,0.98828125,0.010986328125
GRID-0380_stage1,GRID-0380,Grid,B,B,True,3,291.9576168060303,0.1640625,0.8359375
GRID-0381_stage1,GRID-0381,Grid,B,B,True,3,291.09764099121094,0.376953125,0.62109375
GRID-0382_stage1,GRID-0382,Grid,A,A,True,4,292.07658767700195,0.96875,0.033203125
GRID-0383_stage1,GRID-0383,Grid,A,A,True,3,290.71831703186035,0.98828125,0.010986328125
GRID-0384_stage1,GRID-0384,Grid,B,B,True,3,290.8060550689697,0.053466796875,0.9453125
GRID-0385_stage1,GRID-0385,Grid,A,A,True,3,289.56151008605957,0.984375,0.015869140625
GRID-0386_stage1,GRID-0386,Grid,B,B,True,3,292.45567321777344,0.201171875,0.796875
GRID-0387_stage1,GRID-0387,Grid,B,B,True,3,290.8027172088623,0.1064453125,0.890625
GRID-0388_stage1,GRID-0388,Grid,B,B,True,3,368.27611923217773,0.037353515625,0.9609375
GRID-0389_stage1,GRID-0389,Grid,B,B,True,3,291.63646697998047,0.07568359375,0.921875
GRID-0390_stage1,GRID-0390,Grid,A,A,True,3,291.5616035461426,0.953125,0.04736328125
GRID-0391_stage1,GRID-0391,Grid,B,B,True,3,297.8041172027588,0.0260009765625,0.97265625
GRID-0392_stage1,GRID-0392,Grid,A,A,True,3,290.23241996765137,0.9921875,0.00860595703125
GRID-0393_stage1,GRID-0393,Grid,A,A,True,3,290.7297611236572,0.98828125,0.010986328125
GRID-0394_stage1,GRID-0394,Grid,A,A,True,3,290.51661491394043,0.99609375,0.004058837890625
GRID-0395_stage1,GRID-0395,Grid,B,B,True,3,290.2863025665283,0.0260009765625,0.97265625
GRID-0396_stage1,GRID-0396,Grid,B,B,True,3,290.74692726135254,0.0179443359375,0.98046875
GRID-0397_stage1,GRID-0397,Grid,A,A,True,3,297.1510887145996,0.9921875,0.00860595703125
GRID-0398_stage1,GRID-0398,Grid,A,A,True,3,291.38875007629395,0.99609375,0.004058837890625
GRID-0399_stage1,GRID-0399,Grid,A,A,True,3,290.65752029418945,0.98046875,0.0179443359375
GRID-0400_stage1,GRID-0400,Grid,B,B,True,3,291.8393611907959,0.007568359375,0.9921875
GRID-0401_stage1,GRID-0401,Grid,B,B,True,3,294.39306259155273,0.00970458984375,0.98828125
GRID-0402_stage1,GRID-0402,Grid,A,A,True,3,293.12586784362793,0.99609375,0.005218505859375
GRID-0403_stage1,GRID-0403,Grid,B,B,True,3,310.6379508972168,0.1328125,0.8671875
GRID-0404_stage1,GRID-0404,Grid,A,A,True,3,362.7903461456299,0.99609375,0.004058837890625
GRID-0405_stage1,GRID-0405,Grid,A,A,True,3,288.33532333374023,0.98828125,0.010986328125
GRID-0406_stage1,GRID-0406,Grid,B,B,True,3,292.2680377960205,0.09521484375,0.90234375
GRID-0407_stage1,GRID-0407,Grid,A,A,True,3,290.94409942626953,0.9921875,0.00860595703125
GRID-0408_stage1,GRID-0408,Grid,A,A,True,3,288.92970085144043,0.99609375,0.005218505859375
GRID-0409_stage1,GRID-0409,Grid,B,B,True,3,290.45867919921875,0.02587890625,0.97265625
GRID-0410_stage1,GRID-0410,Grid,A,A,True,4,291.5842533111572,0.99609375,0.004608154296875
GRID-0411_stage1,GRID-0411,Grid,A,A,True,4,291.60594940185547,0.99609375,0.004608154296875
GRID-0412_stage1,GRID-0412,Grid,B,B,True,3,296.9198226928711,0.037353515625,0.9609375
GRID-0413_stage1,GRID-0413,Grid,A,A,True,4,302.7081489562988,0.9921875,0.00860595703125
GRID-0414_stage1,GRID-0414,Grid,A,A,True,4,289.98279571533203,0.9921875,0.00592041015625
GRID-0415_stage1,GRID-0415,Grid,B,B,True,3,290.30823707580566,0.294921875,0.70703125
GRID-0416_stage1,GRID-0416,Grid,B,B,True,3,293.02048683166504,0.0673828125,0.93359375
GRID-0417_stage1,GRID-0417,Grid,B,B,True,3,352.8919219970703,0.032958984375,0.96484375
GRID-0418_stage1,GRID-0418,Grid,B,B,True,3,295.6407070159912,0.1328125,0.8671875
GRID-0419_stage1,GRID-0419,Grid,B,B,True,3,288.35368156433105,0.0140380859375,0.984375
GRID-0420_stage1,GRID-0420,Grid,B,B,True,3,291.55683517456055,0.1328125,0.8671875
GRID-0421_stage1,GRID-0421,Grid,B,B,True,3,290.41075706481934,0.053466796875,0.9453125
GRID-0422_stage1,GRID-0422,Grid,A,A,True,3,293.1218147277832,0.9921875,0.006683349609375
GRID-0423_stage1,GRID-0423,Grid,B,B,True,3,291.80169105529785,0.1328125,0.8671875
GRID-0424_stage1,GRID-0424,Grid,B,B,True,3,291.6445732116699,0.029296875,0.96875
GRID-0425_stage1,GRID-0425,Grid,A,A,True,3,293.2724952697754,0.99609375,0.0035858154296875
GRID-0426_stage1,GRID-0426,Grid,B,B,True,3,291.53966903686523,0.012451171875,0.98828125
GRID-0427_stage1,GRID-0427,Grid,A,A,True,3,294.59381103515625,0.99609375,0.004058837890625
GRID-0428_stage1,GRID-0428,Grid,B,B,True,3,291.3849353790283,0.0028076171875,0.99609375
GRID-0429_stage1,GRID-0429,Grid,B,B,True,3,288.76447677612305,0.0260009765625,0.97265625
GRID-0430_stage1,GRID-0430,Grid,A,A,True,3,294.5683002471924,0.9921875,0.00592041015625
GRID-0431_stage1,GRID-0431,Grid,A,A,True,3,288.5417938232422,0.98828125,0.012451171875
GRID-0432_stage1,GRID-0432,Grid,B,B,True,3,290.4834747314453,0.004608154296875,0.99609375
GRID-0433_stage1,GRID-0433,Grid,A,A,True,3,369.35997009277344,1.0,0.00150299072265625
GRID-0434_stage1,GRID-0434,Grid,B,B,True,3,356.33015632629395,0.010986328125,0.98828125
GRID-0435_stage1,GRID-0435,Grid,B,B,True,3,290.37952423095703,0.119140625,0.87890625
GRID-0436_stage1,GRID-0436,Grid,A,A,True,3,290.45939445495605,1.0,0.0013275146484375
GRID-0437_stage1,GRID-0437,Grid,A,A,True,4,299.4678020477295,0.99609375,0.00360107421875
GRID-0438_stage1,GRID-0438,Grid,B,B,True,3,295.95208168029785,0.02294921875,0.9765625
GRID-0439_stage1,GRID-0439,Grid,B,B,True,3,289.11471366882324,0.29296875,0.703125
GRID-0440_stage1,GRID-0440,Grid,B,B,True,3,289.86167907714844,0.004058837890625,0.99609375
GRID-0441_stage1,GRID-0441,Grid,B,B,True,3,303.3137321472168,0.0179443359375,0.98046875
GRID-0442_stage1,GRID-0442,Grid,B,B,True,3,295.6664562225342,0.119140625,0.87890625
GRID-0443_stage1,GRID-0443,Grid,B,B,True,3,296.1726188659668,0.06005859375,0.9375
GRID-0444_stage1,GRID-0444,Grid,A,A,True,4,296.52976989746094,0.99609375,0.003173828125
GRID-0445_stage1,GRID-0445,Grid,B,B,True,3,289.4861698150635,0.07568359375,0.921875
GRID-0446_stage1,GRID-0446,Grid,B,B,True,3,288.90275955200195,0.032958984375,0.96484375
GRID-0447_stage1,GRID-0447,Grid,B,B,True,3,288.5873317718506,0.07568359375,0.921875
GRID-0448_stage1,GRID-0448,Grid,B,B,True,3,297.00469970703125,0.010986328125,0.98828125
GRID-0449_stage1,GRID-0449,Grid,B,B,True,3,289.104700088501,0.003173828125,0.99609375
GRID-0450_stage1,GRID-0450,Grid,B,B,True,3,288.4833812713623,0.012451171875,0.98828125
GRID-0451_stage1,GRID-0451,Grid,B,B,True,3,290.5619144439697,0.1474609375,0.8515625
GRID-0452_stage1,GRID-0452,Grid,A,A,True,3,295.9003448486328,0.99609375,0.004058837890625
GRID-0453_stage1,GRID-0453,Grid,A,A,True,4,289.4244194030762,0.99609375,0.00360107421875
GRID-0454_stage1,GRID-0454,Grid,A,A,True,3,299.88551139831543,0.9921875,0.006683349609375
GRID-0455_stage1,GRID-0455,Grid,A,A,True,3,300.6417751312256,0.94140625,0.06005859375
GRID-0456_stage1,GRID-0456,Grid,A,A,True,3,319.58460807800293,0.99609375,0.005218505859375
GRID-0457_stage1,GRID-0457,Grid,A,A,True,3,295.1221466064453,0.99609375,0.00360107421875
GRID-0458_stage1,GRID-0458,Grid,B,B,True,3,288.41090202331543,0.012451171875,0.98828125
GRID-0459_stage1,GRID-0459,Grid,B,B,True,3,288.24639320373535,0.037353515625,0.9609375
GRID-0460_stage1,GRID-0460,Grid,B,B,True,3,288.4864807128906,0.02294921875,0.9765625
GRID-0461_stage1,GRID-0461,Grid,B,B,True,3,288.53487968444824,0.004608154296875,0.99609375
GRID-0462_stage1,GRID-0462,Grid,B,B,True,3,293.1406497955322,0.00860595703125,0.9921875
GRID-0463_stage1,GRID-0463,Grid,B,B,True,3,289.2651557922363,0.1484375,0.8515625
GRID-0464_stage1,GRID-0464,Grid,A,A,True,3,288.01846504211426,1.0,0.00116729736328125
GRID-0465_stage1,GRID-0465,Grid,A,A,True,3,370.66054344177246,1.0,0.00070953369140625
GRID-0466_stage1,GRID-0466,Grid,B,B,True,3,288.37013244628906,0.0140380859375,0.984375
GRID-0467_stage1,GRID-0467,Grid,B,B,True,3,288.52224349975586,0.119140625,0.87890625
GRID-0468_stage1,GRID-0468,Grid,B,B,True,3,299.4704246520996,0.00970458984375,0.98828125
GRID-0469_stage1,GRID-0469,Grid,A,A,True,4,290.52734375,1.0,0.00048828125
GRID-0470_stage1,GRID-0470,Grid,B,B,True,3,291.7625904083252,0.0419921875,0.95703125
GRID-0471_stage1,GRID-0471,Grid,A,A,True,3,292.1931743621826,0.9921875,0.00860595703125
GRID-0472_stage1,GRID-0472,Grid,A,A,True,3,305.01294136047363,1.0,0.0006256103515625
GRID-0473_stage1,GRID-0473,Grid,A,A,True,3,288.90037536621094,1.0,0.000335693359375
GRID-0474_stage1,GRID-0474,Grid,B,B,True,3,289.1724109649658,0.1064453125,0.890625
GRID-0475_stage1,GRID-0475,Grid,A,A,True,3,288.94805908203125,0.99609375,0.005218505859375
GRID-0476_stage1,GRID-0476,Grid,B,B,True,3,290.21310806274414,0.0140380859375,0.984375
GRID-0477_stage1,GRID-0477,Grid,B.,B,False,3,322.2179412841797,0.00970458984375,0.98828125
GRID-0478_stage1,GRID-0478,Grid,A,A,True,4,347.40734100341797,1.0,0.00102996826171875
GRID-0479_stage1,GRID-0479,Grid,A,A,True,3,302.33120918273926,0.9921875,0.00592041015625
GRID-0480_stage1,GRID-0480,Grid,B,B,True,3,289.6392345428467,0.0140380859375,0.984375
GRID-0481_stage1,GRID-0481,Grid,A,A,True,3,289.9017333984375,0.96875,0.029296875
GRID-0482_stage1,GRID-0482,Grid,A,A,True,3,289.92748260498047,0.9921875,0.00592041015625
GRID-0483_stage1,GRID-0483,Grid,B,B,True,3,318.57776641845703,0.029296875,0.96875
GRID-0484_stage1,GRID-0484,Grid,B,B,True,3,299.9393939971924,0.020263671875,0.98046875
GRID-0485_stage1,GRID-0485,Grid,A,A,True,3,291.0895347595215,0.95703125,0.0419921875
GRID-0486_stage1,GRID-0486,Grid,A,A,True,3,290.16995429992676,0.96484375,0.033203125
GRID-0487_stage1,GRID-0487,Grid,B,B,True,3,289.74199295043945,0.0673828125,0.93359375
GRID-0488_stage1,GRID-0488,Grid,A,A,True,3,289.45231437683105,0.98046875,0.0179443359375
GRID-0489_stage1,GRID-0489,Grid,A,A,True,3,286.4344120025635,0.99609375,0.004058837890625
GRID-0490_stage1,GRID-0490,Grid,A,A,True,3,302.87671089172363,0.99609375,0.0021820068359375
GRID-0491_stage1,GRID-0491,Grid,B,B,True,3,293.1950092315674,0.02294921875,0.9765625
GRID-0492_stage1,GRID-0492,Grid,B,B,True,3,340.0735855102539,0.00970458984375,0.98828125
GRID-0493_stage1,GRID-0493,Grid,A,A,True,3,300.2498149871826,0.99609375,0.002471923828125
GRID-0494_stage1,GRID-0494,Grid,B,B,True,3,312.2124671936035,0.012451171875,0.98828125
GRID-0495_stage1,GRID-0495,Grid,A,A,True,3,350.33345222473145,0.9921875,0.00860595703125
GRID-0496_stage1,GRID-0496,Grid,B,B,True,3,291.3479804992676,0.00592041015625,0.9921875
GRID-0497_stage1,GRID-0497,Grid,B,B,True,3,290.05956649780273,0.00970458984375,0.98828125
GRID-0498_stage1,GRID-0498,Grid,B,B,True,3,325.50787925720215,0.007568359375,0.9921875
GRID-0499_stage1,GRID-0499,Grid,A,A,True,4,285.3996753692627,0.99609375,0.004058837890625
GRID-0500_stage1,GRID-0500,Grid,B,B,True,3,287.5244617462158,0.032958984375,0.96484375
GRID-0501_stage1,GRID-0501,Grid,A,A,True,3,287.70971298217773,0.9921875,0.007568359375
GRID-0502_stage1,GRID-0502,Grid,A,A,True,3,285.85195541381836,0.99609375,0.005218505859375
GRID-0503_stage1,GRID-0503,Grid,A,A,True,3,284.82842445373535,0.984375,0.015869140625
GRID-0504_stage1,GRID-0504,Grid,B,B,True,3,284.74926948547363,0.003173828125,0.99609375
GRID-0505_stage1,GRID-0505,Grid,B,B,True,3,285.9148979187012,0.0140380859375,0.984375
GRID-0506_stage1,GRID-0506,Grid,A,A,True,3,284.3017578125,0.99609375,0.002471923828125
GRID-0507_stage1,GRID-0507,Grid,A,A,True,4,284.38544273376465,0.99609375,0.0021820068359375
GRID-0508_stage1,GRID-0508,Grid,A,A,True,4,284.5265865325928,1.0,0.00150299072265625
GRID-0509_stage1,GRID-0509,Grid,B,B,True,3,284.64818000793457,0.22265625,0.77734375
GRID-0510_stage1,GRID-0510,Grid,B,B,True,3,284.5044136047363,0.006683349609375,0.9921875
GRID-0511_stage1,GRID-0511,Grid,B,B,True,3,284.1949462890625,0.1328125,0.8671875
GRID-0512_stage1,GRID-0512,Grid,B,B,True,3,284.4252586364746,0.006683349609375,0.9921875
GRID-0513_stage1,GRID-0513,Grid,B,B,True,3,283.9226722717285,0.0140380859375,0.984375
GRID-0514_stage1,GRID-0514,Grid,A,A,True,3,284.8820686340332,0.984375,0.0140380859375
GRID-0515_stage1,GRID-0515,Grid,A,A,True,3,284.1775417327881,0.98828125,0.012451171875
GRID-0516_stage1,GRID-0516,Grid,A,A,True,3,284.4891548156738,0.9921875,0.007568359375
GRID-0517_stage1,GRID-0517,Grid,B,B,True,3,284.2695713043213,0.053466796875,0.9453125
GRID-0518_stage1,GRID-0518,Grid,A,A,True,3,284.2440605163574,0.98046875,0.0203857421875
GRID-0519_stage1,GRID-0519,Grid,B,B,True,3,284.53850746154785,0.0419921875,0.95703125
GRID-0520_stage1,GRID-0520,Grid,B,B,True,3,284.55233573913574,0.010986328125,0.98828125
GRID-0521_stage1,GRID-0521,Grid,B,B,True,3,284.257173538208,0.003173828125,0.99609375
GRID-0522_stage1,GRID-0522,Grid,A,A,True,3,284.24835205078125,0.99609375,0.005218505859375
GRID-0523_stage1,GRID-0523,Grid,B,B,True,3,284.1606140136719,0.012451171875,0.98828125
GRID-0524_stage1,GRID-0524,Grid,A,A,True,3,284.4245433807373,1.0,0.0013275146484375
GRID-0525_stage1,GRID-0525,Grid,B,B,True,3,290.58098793029785,0.007568359375,0.9921875
GRID-0526_stage1,GRID-0526,Grid,B,B,True,3,290.388822555542,0.006683349609375,0.9921875
GRID-0527_stage1,GRID-0527,Grid,B,B,True,3,289.9336814880371,0.0419921875,0.95703125
GRID-0528_stage1,GRID-0528,Grid,B,B,True,3,290.3599739074707,0.00860595703125,0.9921875
GRID-0529_stage1,GRID-0529,Grid,B,B,True,3,291.4431095123291,0.006683349609375,0.9921875
